"trinID"	"orfID"	"uniprotID"	"up.perct.id"	"up.alignment.length"	"up.mistmatches"	"up.gap.openings"	"up.q.start"	"up.q.end"	"up.s.start"	"up.s.end"	"up.e.value"	"up.bit.score"	"Entry"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"	"Gene.ontology.IDs"	"Gene.ontology..GO."	"Gene.ontology..biological.process."	"Gene.ontology..molecular.function."	"Gene.ontology..cellular.component."	"Cross.reference..PANTHER."	"Cross.reference..Pfam."	"Cross.reference..eggNOG."	"Taxonomic.lineage..SUPERKINGDOM."	"Taxonomic.lineage..KINGDOM."	"Taxonomic.lineage..PHYLUM."	"Taxonomic.lineage..all."	"type"	"len"	"strand"	"GI"	"Ginum"	"db"	"seqID"	"nr.annotation"	"nr.perct.id"	"nr.alignment.length"	"nr.mistmatches"	"nr.gap.openings"	"nr.q.start"	"nr.q.end"	"nr.s.start"	"nr.s.end"	"nr.e.value"	"nr.bit.score"
"74398"	"TRINITY_DN40951_c0_g1_TRINITY_DN40951_c0_g1_i1_g.10485_m.10485"	"Gene.9675::TRINITY_DN40951_c0_g1_TRINITY_DN40951_c0_g1_i1_g.10485_m.10485::g.9675::m.9675"	"SPIKE_CVH22"	41.94	31	18	0	34	64	1124	1154	0.21	34.7	"P15423"	"reviewed"	"Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)"	"S 2"	"Human coronavirus 229E (HCoV-229E)"	1173	"GO:0009405; GO:0016021; GO:0019031; GO:0019064; GO:0044173; GO:0046813; GO:0055036"	"host cell endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0044173]; integral component of membrane [GO:0016021]; viral envelope [GO:0019031]; virion membrane [GO:0055036]; fusion of virus membrane with host plasma membrane [GO:0019064]; pathogenesis [GO:0009405]; receptor-mediated virion attachment to host cell [GO:0046813]"	"fusion of virus membrane with host plasma membrane [GO:0019064]; pathogenesis [GO:0009405]; receptor-mediated virion attachment to host cell [GO:0046813]"	""	"host cell endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0044173]; integral component of membrane [GO:0016021]; viral envelope [GO:0019031]; virion membrane [GO:0055036]"	""	"PF01600;PF01601;"	""	"Viruses"	""	""	"Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Coronaviridae, Coronavirinae, Alphacoronavirus, Human coronavirus 229E (HCoV-229E)"	"type:5prime_partial"	"len:137"	"TRINITY_DN40951_c0_g1_TRINITY_DN40951_c0_g1_i1_g.10485_m.10485:1-411(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"74663"	"TRINITY_DN41139_c0_g1_TRINITY_DN41139_c0_g1_i3_g.10765_m.10765"	"Gene.8122::TRINITY_DN41139_c0_g1_TRINITY_DN41139_c0_g1_i3_g.10765_m.10765::g.8122::m.8122"	"MCM1_CANAL"	38.46	65	40	0	55	119	56	120	2e-05	46.2	"Q5AFP3"	"reviewed"	"Transcription factor of morphogenesis MCM1"	"MCM1 CAALFM_C700890CA CaO19.7025"	"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	262	"GO:0000790; GO:0000982; GO:0000987; GO:0003677; GO:0006351; GO:0007155; GO:0009405; GO:0030447; GO:0044182; GO:1900461; GO:2000220"	"nuclear chromatin [GO:0000790]; core promoter proximal region sequence-specific DNA binding [GO:0000987]; DNA binding [GO:0003677]; transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0000982]; cell adhesion [GO:0007155]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms [GO:0044182]; pathogenesis [GO:0009405]; positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter [GO:1900461]; regulation of pseudohyphal growth [GO:2000220]; transcription, DNA-templated [GO:0006351]"	"cell adhesion [GO:0007155]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms [GO:0044182]; pathogenesis [GO:0009405]; positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter [GO:1900461]; regulation of pseudohyphal growth [GO:2000220]; transcription, DNA-templated [GO:0006351]"	"core promoter proximal region sequence-specific DNA binding [GO:0000987]; DNA binding [GO:0003677]; transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0000982]"	"nuclear chromatin [GO:0000790]"	""	"PF00319;"	""	"Eukaryota"	"Fungi"	"Ascomycota"	"cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina (true yeasts), Saccharomycetes, Saccharomycetales (budding yeasts), Debaryomycetaceae, Candida/Lodderomyces clade, Candida, Candida albicans (Yeast), Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	"type:complete"	"len:155"	"TRINITY_DN41139_c0_g1_TRINITY_DN41139_c0_g1_i3_g.10765_m.10765:1-465(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"74801"	"TRINITY_DN41285_c2_g1_TRINITY_DN41285_c2_g1_i1_g.10960_m.10960"	"Gene.16001::TRINITY_DN41285_c2_g1_TRINITY_DN41285_c2_g1_i1_g.10960_m.10960::g.16001::m.16001"	"JZ31A_CHIGU"	29.17	72	46	2	7	74	15	85	0.6	30.8	"B1P1F4"	"reviewed"	"Mu-theraphotoxin-Cg2a 1 (Mu-TRTX-Cg2a) (Jingzhaotoxin-31) (JZTX-31) (Peptide F1-23.73)"	""	"Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)"	86	"GO:0005576; GO:0008200; GO:0009405"	"extracellular region [GO:0005576]; ion channel inhibitor activity [GO:0008200]; pathogenesis [GO:0009405]"	"pathogenesis [GO:0009405]"	"ion channel inhibitor activity [GO:0008200]"	"extracellular region [GO:0005576]"	""	"PF07740;"	""	"Eukaryota"	"Metazoa"	"Arthropoda"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Chelicerata, Arachnida, Araneae (spiders), Mygalomorphae (mygalomorph spiders), Theraphosidae (tarantulas), Chilobrachys, Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)"	"type:internal"	"len:103"	"TRINITY_DN41285_c2_g1_TRINITY_DN41285_c2_g1_i1_g.10960_m.10960:1-306(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"75574"	"TRINITY_DN42010_c0_g2_TRINITY_DN42010_c0_g2_i1_g.12090_m.12090"	"Gene.8050::TRINITY_DN42010_c0_g2_TRINITY_DN42010_c0_g2_i1_g.12090_m.12090::g.8050::m.8050"	"CR9DA_BACTP"	29.07	86	43	3	20	103	423	492	3.2	30.4	"O06014"	"reviewed"	"Pesticidal crystal protein Cry9Da (132 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIXD(a))"	"cry9Da cryIXD(a)"	"Bacillus thuringiensis subsp. japonensis"	1169	"GO:0006952; GO:0009405; GO:0030435"	"defense response [GO:0006952]; pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	"defense response [GO:0006952]; pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	""	""	""	"PF03944;PF00555;PF03945;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group, Bacillus thuringiensis, Bacillus thuringiensis subsp. japonensis"	"type:5prime_partial"	"len:108"	"TRINITY_DN42010_c0_g2_TRINITY_DN42010_c0_g2_i1_g.12090_m.12090:2-325(+)"	"gi"	831274239	"ref"	"XP_012684153.1"	"PREDICTED: cAMP-dependent protein kinase inhibitor beta [Clupea harengus]"	39.3	84	43	1	443	192	1	76	3.5e-06	60.1
"76357"	"TRINITY_DN42222_c4_g2_TRINITY_DN42222_c4_g2_i1_g.12455_m.12455"	"Gene.9497::TRINITY_DN42222_c4_g2_TRINITY_DN42222_c4_g2_i1_g.12455_m.12455::g.9497::m.9497"	"3NX5_MICFR"	34.88	43	28	0	42	84	15	57	0.37	32	"P86424"	"reviewed"	"Frontoxin V (FTx V)"	""	"Micrurus frontalis (Coral snake)"	64	"GO:0005576; GO:0009405; GO:0035792"	"extracellular region [GO:0005576]; other organism postsynaptic membrane [GO:0035792]; pathogenesis [GO:0009405]"	"pathogenesis [GO:0009405]"	""	"extracellular region [GO:0005576]; other organism postsynaptic membrane [GO:0035792]"	""	""	""	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Lepidosauria (lepidosaurs), Squamata (squamates), Bifurcata (split-tongued squamates), Unidentata, Episquamata, Toxicofera, Serpentes (snakes), Colubroidea, Elapidae, Elapinae, Micrurus (coral snakes), Micrurus frontalis (Coral snake)"	"type:5prime_partial"	"len:139"	"TRINITY_DN42222_c4_g2_TRINITY_DN42222_c4_g2_i1_g.12455_m.12455:1-417(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"77736"	"TRINITY_DN42568_c0_g3_TRINITY_DN42568_c0_g3_i1_g.13148_m.13148"	"Gene.8352::TRINITY_DN42568_c0_g3_TRINITY_DN42568_c0_g3_i1_g.13148_m.13148::g.8352::m.8352"	"TEC1_CANAL"	35.96	89	45	3	19	99	501	585	4.3	31.2	"Q5ANJ4"	"reviewed"	"Transcription activator TEC1"	"TEC1 CAALFM_C304530CA CaO19.13329 CaO19.5908"	"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	743	"GO:0000790; GO:0003700; GO:0005634; GO:0006351; GO:0006355; GO:0006357; GO:0007155; GO:0007329; GO:0009405; GO:0030447; GO:0036180; GO:0043565; GO:0044011; GO:0044182; GO:0044406; GO:0045944; GO:1900231; GO:1900430; GO:1900445"	"nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; adhesion of symbiont to host [GO:0044406]; cell adhesion [GO:0007155]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms [GO:0044182]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; pathogenesis [GO:0009405]; positive regulation of filamentous growth of a population of unicellular organisms [GO:1900430]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter by pheromones [GO:0007329]; regulation of single-species biofilm formation on inanimate substrate [GO:1900231]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; regulation of transcription, DNA-templated [GO:0006355]; single-species biofilm formation on inanimate substrate [GO:0044011]; transcription, DNA-templated [GO:0006351]"	"adhesion of symbiont to host [GO:0044406]; cell adhesion [GO:0007155]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms [GO:0044182]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; pathogenesis [GO:0009405]; positive regulation of filamentous growth of a population of unicellular organisms [GO:1900430]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter by pheromones [GO:0007329]; regulation of single-species biofilm formation on inanimate substrate [GO:1900231]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; single-species biofilm formation on inanimate substrate [GO:0044011]; transcription, DNA-templated [GO:0006351]"	"sequence-specific DNA binding [GO:0043565]; transcription factor activity, sequence-specific DNA binding [GO:0003700]"	"nuclear chromatin [GO:0000790]; nucleus [GO:0005634]"	""	"PF01285;"	""	"Eukaryota"	"Fungi"	"Ascomycota"	"cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina (true yeasts), Saccharomycetes, Saccharomycetales (budding yeasts), Debaryomycetaceae, Candida/Lodderomyces clade, Candida, Candida albicans (Yeast), Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	"type:internal"	"len:153"	"TRINITY_DN42568_c0_g3_TRINITY_DN42568_c0_g3_i1_g.13148_m.13148:1-456(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"78224"	"TRINITY_DN42797_c6_g1_TRINITY_DN42797_c6_g1_i1_g.13597_m.13597"	"Gene.2442::TRINITY_DN42797_c6_g1_TRINITY_DN42797_c6_g1_i1_g.13597_m.13597::g.2442::m.2442"	"CDO_ARTBC"	30.3	99	55	3	179	271	73	163	0.002	42.7	"D4AN26"	"reviewed"	"Cysteine dioxygenase (CDO) (EC 1.13.11.20)"	"CDO1 ARB_05630"	"Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)"	219	"GO:0005506; GO:0009405; GO:0017172; GO:0042412"	"cysteine dioxygenase activity [GO:0017172]; iron ion binding [GO:0005506]; pathogenesis [GO:0009405]; taurine biosynthetic process [GO:0042412]"	"pathogenesis [GO:0009405]; taurine biosynthetic process [GO:0042412]"	"cysteine dioxygenase activity [GO:0017172]; iron ion binding [GO:0005506]"	""	"PTHR12918;"	"PF05995;"	""	"Eukaryota"	"Fungi"	"Ascomycota"	"cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Onygenales, Arthrodermataceae (dermatophytes), Trichophyton, Arthroderma benhamiae (Trichophyton mentagrophytes), Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)"	"type:5prime_partial"	"len:340"	"TRINITY_DN42797_c6_g1_TRINITY_DN42797_c6_g1_i1_g.13597_m.13597:1-1020(+)"	"gi"	302831660	"ref"	"XP_002947395.1"	"hypothetical protein VOLCADRAFT_103476 [Volvox carteri f. nagariensis]"	40.2	341	149	10	16	954	250	563	4.6e-59	236.9
"78235"	"TRINITY_DN42803_c2_g1_TRINITY_DN42803_c2_g1_i1_g.13616_m.13616"	"Gene.15417::TRINITY_DN42803_c2_g1_TRINITY_DN42803_c2_g1_i1_g.13616_m.13616::g.15417::m.15417"	"FLAB_HELPY"	37.14	35	22	0	28	62	58	92	10	28.9	"Q07911"	"reviewed"	"Flagellin B (Flagellin N)"	"flaB HP_0115"	"Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)"	514	"GO:0005198; GO:0005576; GO:0009405; GO:0009420; GO:0044781; GO:0071973"	"bacterial-type flagellum filament [GO:0009420]; extracellular region [GO:0005576]; structural molecule activity [GO:0005198]; bacterial-type flagellum organization [GO:0044781]; bacterial-type flagellum-dependent cell motility [GO:0071973]; pathogenesis [GO:0009405]"	"bacterial-type flagellum-dependent cell motility [GO:0071973]; bacterial-type flagellum organization [GO:0044781]; pathogenesis [GO:0009405]"	"structural molecule activity [GO:0005198]"	"bacterial-type flagellum filament [GO:0009420]; extracellular region [GO:0005576]"	""	"PF00700;PF07196;PF00669;"	"ENOG4105I03;COG1344;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, Helicobacter pylori (Campylobacter pylori), Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)"	"type:complete"	"len:104"	"TRINITY_DN42803_c2_g1_TRINITY_DN42803_c2_g1_i1_g.13616_m.13616:1-312(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"78699"	"TRINITY_DN43158_c8_g2_TRINITY_DN43158_c8_g2_i1_g.14308_m.14308"	"Gene.14261::TRINITY_DN43158_c8_g2_TRINITY_DN43158_c8_g2_i1_g.14308_m.14308::g.14261::m.14261"	"CT2BB_BACTJ"	25.26	95	63	2	17	103	41	135	2.6	30.4	"O32322"	"reviewed"	"Type-2Bb cytolytic delta-endotoxin (30 kDa cytolytic toxin)"	"cyt2Bb1"	"Bacillus thuringiensis subsp. jegathesan"	263	"GO:0005576; GO:0009405; GO:0030435"	"extracellular region [GO:0005576]; pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	"pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	""	"extracellular region [GO:0005576]"	""	"PF01338;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group, Bacillus thuringiensis, Bacillus thuringiensis subsp. jegathesan"	"type:5prime_partial"	"len:108"	"TRINITY_DN43158_c8_g2_TRINITY_DN43158_c8_g2_i1_g.14308_m.14308:1-324(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"78706"	"TRINITY_DN43167_c2_g2_TRINITY_DN43167_c2_g2_i1_g.14318_m.14318"	"Gene.6111::TRINITY_DN43167_c2_g2_TRINITY_DN43167_c2_g2_i1_g.14318_m.14318::g.6111::m.6111"	"EAE_ECO27"	29.73	74	46	3	2	72	442	512	2.9	31.2	"P19809"	"reviewed"	"Intimin (Attaching and effacing protein) (Eae protein)"	"eae eaeA E2348C_3939"	"Escherichia coli O127:H6 (strain E2348/69 / EPEC)"	939	"GO:0007155; GO:0009279; GO:0009405; GO:0016021"	"cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; cell adhesion [GO:0007155]; pathogenesis [GO:0009405]"	"cell adhesion [GO:0007155]; pathogenesis [GO:0009405]"	""	"cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]"	""	"PF02369;PF11924;PF07979;PF01476;"	""	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli O127:H6, Escherichia coli O127:H6 (strain E2348/69 / EPEC)"	"type:5prime_partial"	"len:132"	"TRINITY_DN43167_c2_g2_TRINITY_DN43167_c2_g2_i1_g.14318_m.14318:565-170(-)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"78970"	"TRINITY_DN43342_c3_g1_TRINITY_DN43342_c3_g1_i1_g.14641_m.14641"	"Gene.11895::TRINITY_DN43342_c3_g1_TRINITY_DN43342_c3_g1_i1_g.14641_m.14641::g.11895::m.11895"	"CM3F_CONMR"	33.33	42	21	1	28	62	26	67	1.2	29.6	"P0C425"	"reviewed"	"Conotoxin mr3f (Conotoxin Mr3.9)"	""	"Conus marmoreus (Marble cone)"	71	"GO:0005576; GO:0008200; GO:0009405"	"extracellular region [GO:0005576]; ion channel inhibitor activity [GO:0008200]; pathogenesis [GO:0009405]"	"pathogenesis [GO:0009405]"	"ion channel inhibitor activity [GO:0008200]"	"extracellular region [GO:0005576]"	""	"PF02950;"	""	"Eukaryota"	"Metazoa"	"Mollusca"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Lophotrochozoa, Mollusca, Gastropoda, Caenogastropoda, Hypsogastropoda, Neogastropoda, Conoidea, Conidae (cone shells), Conus, Conus marmoreus (Marble cone)"	"type:5prime_partial"	"len:100"	"TRINITY_DN43342_c3_g1_TRINITY_DN43342_c3_g1_i1_g.14641_m.14641:359-60(-)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80204"	"TRINITY_DN43647_c4_g1_TRINITY_DN43647_c4_g1_i1_g.15224_m.15224"	"Gene.15851::TRINITY_DN43647_c4_g1_TRINITY_DN43647_c4_g1_i1_g.15224_m.15224::g.15851::m.15851"	"JZT1C_CHIGU"	28.57	42	30	0	1	42	12	53	2.6	28.9	"B1P1B8"	"reviewed"	"Delta-theraphotoxin-Cg1a 3 (Delta-TRTX-Cg1a) (Jingzhaotoxin-1.3) (JZTX-1.3) (Jingzhaotoxin-I.3) (JZTX-I.3) (Peptide F5-24.92)"	""	"Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)"	62	"GO:0005576; GO:0008200; GO:0009405; GO:0035792; GO:0072556"	"extracellular region [GO:0005576]; other organism postsynaptic membrane [GO:0035792]; other organism presynaptic membrane [GO:0072556]; ion channel inhibitor activity [GO:0008200]; pathogenesis [GO:0009405]"	"pathogenesis [GO:0009405]"	"ion channel inhibitor activity [GO:0008200]"	"extracellular region [GO:0005576]; other organism postsynaptic membrane [GO:0035792]; other organism presynaptic membrane [GO:0072556]"	""	"PF07740;"	""	"Eukaryota"	"Metazoa"	"Arthropoda"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Chelicerata, Arachnida, Araneae (spiders), Mygalomorphae (mygalomorph spiders), Theraphosidae (tarantulas), Chilobrachys, Chilobrachys guangxiensis (Chinese earth tiger tarantula) (Chilobrachys jingzhao)"	"type:complete"	"len:102"	"TRINITY_DN43647_c4_g1_TRINITY_DN43647_c4_g1_i1_g.15224_m.15224:1-306(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80310"	"TRINITY_DN43714_c2_g1_TRINITY_DN43714_c2_g1_i1_g.15319_m.15319"	"Gene.7458::TRINITY_DN43714_c2_g1_TRINITY_DN43714_c2_g1_i1_g.15319_m.15319::g.7458::m.7458"	"AMA1_PLAFC"	34.04	47	26	1	10	56	390	431	4.3	30.4	"P50489"	"reviewed"	"Apical membrane antigen 1 (Merozoite surface antigen)"	"AMA-1 PF83"	"Plasmodium falciparum (isolate Camp / Malaysia)"	622	"GO:0009405; GO:0016021"	"integral component of membrane [GO:0016021]; pathogenesis [GO:0009405]"	"pathogenesis [GO:0009405]"	""	"integral component of membrane [GO:0016021]"	""	"PF02430;"	""	"Eukaryota"	""	"Apicomplexa"	"cellular organisms, Eukaryota, Alveolata, Apicomplexa, Aconoidasida, Haemosporida (haemosporidians), Plasmodiidae, Plasmodium, Plasmodium (Laverania), Plasmodium falciparum, Plasmodium falciparum (isolate Camp / Malaysia)"	"type:5prime_partial"	"len:131"	"TRINITY_DN43714_c2_g1_TRINITY_DN43714_c2_g1_i1_g.15319_m.15319:3-395(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80767"	"TRINITY_DN43930_c0_g6_TRINITY_DN43930_c0_g6_i2_g.15850_m.15850"	"Gene.13834::TRINITY_DN43930_c0_g6_TRINITY_DN43930_c0_g6_i2_g.15850_m.15850::g.13834::m.13834"	"SFI6_SEGFL"	33.33	33	22	0	43	75	3	35	4.3	28.1	"P61100"	"reviewed"	"U2-segestritoxin-Sf1f (U2-SGTX-Sf1f) (Toxin SFI 6)"	""	"Segestria florentina (Tube-web spider) (Segestria gracilis)"	46	"GO:0005576; GO:0009405"	"extracellular region [GO:0005576]; pathogenesis [GO:0009405]"	"pathogenesis [GO:0009405]"	""	"extracellular region [GO:0005576]"	""	"PF08115;"	""	"Eukaryota"	"Metazoa"	"Arthropoda"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Chelicerata, Arachnida, Araneae (spiders), Araneomorphae, Haplogynae, Dysderoidea, Segestriidae, Segestria, Segestria florentina (Tube-web spider) (Segestria gracilis)"	"type:5prime_partial"	"len:110"	"TRINITY_DN43930_c0_g6_TRINITY_DN43930_c0_g6_i2_g.15850_m.15850:1-330(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"82451"	"TRINITY_DN44833_c2_g5_TRINITY_DN44833_c2_g5_i1_g.17891_m.17891"	"Gene.12901::TRINITY_DN44833_c2_g5_TRINITY_DN44833_c2_g5_i1_g.17891_m.17891::g.12901::m.12901"	"STEC_SALTY"	35.56	45	25	1	25	69	22	62	3	30.4	"Q8ZP57"	"reviewed"	"Secreted effector kinase SteC (EC 2.7.-.-) (Salmonella translocated effector C)"	"steC STM1698"	"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"	457	"GO:0005524; GO:0005576; GO:0009405; GO:0016301; GO:0030254; GO:0030430; GO:0043657; GO:0046777"	"extracellular region [GO:0005576]; host cell [GO:0043657]; host cell cytoplasm [GO:0030430]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; pathogenesis [GO:0009405]; protein autophosphorylation [GO:0046777]; protein secretion by the type III secretion system [GO:0030254]"	"pathogenesis [GO:0009405]; protein autophosphorylation [GO:0046777]; protein secretion by the type III secretion system [GO:0030254]"	"ATP binding [GO:0005524]; kinase activity [GO:0016301]"	"extracellular region [GO:0005576]; host cell [GO:0043657]; host cell cytoplasm [GO:0030430]"	""	""	"ENOG4106YSV;ENOG410Z02R;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella, Salmonella choleraesuis, Salmonella enterica I, Salmonella typhimurium, Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"	"type:3prime_partial"	"len:115"	"TRINITY_DN44833_c2_g5_TRINITY_DN44833_c2_g5_i1_g.17891_m.17891:1-342(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"82501"	"TRINITY_DN44852_c5_g2_TRINITY_DN44852_c5_g2_i1_g.17951_m.17951"	"Gene.16561::TRINITY_DN44852_c5_g2_TRINITY_DN44852_c5_g2_i1_g.17951_m.17951::g.16561::m.16561"	"CR1AD_BACTA"	33.33	69	42	2	32	99	394	459	0.9	31.6	"Q03744"	"reviewed"	"Pesticidal crystal protein Cry1Ad (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(d))"	"cry1Ad cryIA(d)"	"Bacillus thuringiensis subsp. aizawai"	1179	"GO:0006952; GO:0009405; GO:0030435"	"defense response [GO:0006952]; pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	"defense response [GO:0006952]; pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	""	""	""	"PF03944;PF00555;PF03945;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group, Bacillus thuringiensis, Bacillus thuringiensis subsp. aizawai"	"type:complete"	"len:100"	"TRINITY_DN44852_c5_g2_TRINITY_DN44852_c5_g2_i1_g.17951_m.17951:1-300(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
