"trinID"	"orfID"	"uniprotID"	"up.perct.id"	"up.alignment.length"	"up.mistmatches"	"up.gap.openings"	"up.q.start"	"up.q.end"	"up.s.start"	"up.s.end"	"up.e.value"	"up.bit.score"	"Entry"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"	"Gene.ontology.IDs"	"Gene.ontology..GO."	"Gene.ontology..biological.process."	"Gene.ontology..molecular.function."	"Gene.ontology..cellular.component."	"Cross.reference..PANTHER."	"Cross.reference..Pfam."	"Cross.reference..eggNOG."	"Taxonomic.lineage..SUPERKINGDOM."	"Taxonomic.lineage..KINGDOM."	"Taxonomic.lineage..PHYLUM."	"Taxonomic.lineage..all."	"type"	"len"	"strand"	"GI"	"Ginum"	"db"	"seqID"	"nr.annotation"	"nr.perct.id"	"nr.alignment.length"	"nr.mistmatches"	"nr.gap.openings"	"nr.q.start"	"nr.q.end"	"nr.s.start"	"nr.s.end"	"nr.e.value"	"nr.bit.score"
"80893"	"TRINITY_DN44043_c2_g1_TRINITY_DN44043_c2_g1_i2_g.16088_m.16088"	"Gene.6400::TRINITY_DN44043_c2_g1_TRINITY_DN44043_c2_g1_i2_g.16088_m.16088::g.6400::m.6400"	"ATPG_GRABC"	33.68	95	41	4	95	178	65	148	1.9	32.3	"Q0BQE7"	"reviewed"	"ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)"	"atpG GbCGDNIH1_2057"	"Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1)"	298	"GO:0005886; GO:0015986; GO:0045261; GO:0046933"	"plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; ATP synthesis coupled proton transport [GO:0015986]"	"ATP synthesis coupled proton transport [GO:0015986]"	"proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]"	"plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]"	""	"PF00231;"	"ENOG4105J80;COG0224;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Granulibacter, Granulibacter bethesdensis, Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1)"	"type:5prime_partial"	"len:183"	"TRINITY_DN44043_c2_g1_TRINITY_DN44043_c2_g1_i2_g.16088_m.16088:1-549(+)"	"gi"	2183237	"gb"	"AAB60883.1"	"ferritin [Asterias forbesi]"	91.1	169	15	0	549	43	3	171	1.4e-83	317.4
"80898"	"TRINITY_DN44048_c3_g1_TRINITY_DN44048_c3_g1_i1_g.16104_m.16104"	"Gene.4552::TRINITY_DN44048_c3_g1_TRINITY_DN44048_c3_g1_i1_g.16104_m.16104::g.4552::m.4552"	"BAMA_SERP5"	27	100	60	3	97	191	680	771	2.3	32.7	"A8GID8"	"reviewed"	"Outer membrane protein assembly factor BamA"	"bamA yaeT Spro_3782"	"Serratia proteamaculans (strain 568)"	801	"GO:0009279; GO:0016021; GO:0071709"	"cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; membrane assembly [GO:0071709]"	"membrane assembly [GO:0071709]"	""	"cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]"	""	"PF01103;PF07244;"	"ENOG4105E1Z;COG4775;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia proteamaculans, Serratia proteamaculans (strain 568)"	"type:5prime_partial"	"len:218"	"TRINITY_DN44048_c3_g1_TRINITY_DN44048_c3_g1_i1_g.16104_m.16104:698-45(-)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80933"	"TRINITY_DN44077_c1_g1_TRINITY_DN44077_c1_g1_i2_g.16168_m.16168"	"Gene.15081::TRINITY_DN44077_c1_g1_TRINITY_DN44077_c1_g1_i2_g.16168_m.16168::g.15081::m.15081"	"CAS3_METTH"	42.42	33	16	2	71	101	146	177	6.1	29.3	"O27158"	"reviewed"	"CRISPR-associated nuclease/helicase Cas3 (EC 3.1.-.-) (EC 3.6.4.-)"	"cas3 MTH_1086"	"Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)"	830	"GO:0003676; GO:0004386; GO:0004518; GO:0005524; GO:0046872"	"ATP binding [GO:0005524]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]; nucleic acid binding [GO:0003676]"	""	"ATP binding [GO:0005524]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]; nucleic acid binding [GO:0003676]"	""	""	"PF00270;PF00271;"	"arCOG01445;COG1203;"	"Archaea"	""	"Euryarchaeota"	"cellular organisms, Archaea, Euryarchaeota, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanothermobacter, Methanothermobacter thermautotrophicus (Methanobacterium thermoformicicum), Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)"	"type:5prime_partial"	"len:105"	"TRINITY_DN44077_c1_g1_TRINITY_DN44077_c1_g1_i2_g.16168_m.16168:1-315(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80936"	"TRINITY_DN44080_c4_g2_TRINITY_DN44080_c4_g2_i2_g.16176_m.16176"	"Gene.13116::TRINITY_DN44080_c4_g2_TRINITY_DN44080_c4_g2_i2_g.16176_m.16176::g.13116::m.13116"	"MNMC_MARHV"	29.41	68	43	2	8	75	361	423	0.97	32	"A1TZU2"	"reviewed"	"tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]"	"mnmC Maqu_1170"	"Marinobacter hydrocarbonoclasticus (strain ATCC 700491 / DSM 11845 / VT8)"	631	"GO:0004808; GO:0005737; GO:0016645"	"cytoplasm [GO:0005737]; oxidoreductase activity, acting on the CH-NH group of donors [GO:0016645]; tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity [GO:0004808]"	""	"oxidoreductase activity, acting on the CH-NH group of donors [GO:0016645]; tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity [GO:0004808]"	"cytoplasm [GO:0005737]"	""	"PF01266;PF05430;"	"ENOG4105CWG;COG4121;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Marinobacter, Marinobacter hydrocarbonoclasticus (Pseudomonas nautica), Marinobacter hydrocarbonoclasticus (strain ATCC 700491 / DSM 11845 / VT8)"	"type:complete"	"len:113"	"TRINITY_DN44080_c4_g2_TRINITY_DN44080_c4_g2_i2_g.16176_m.16176:1-339(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80939"	"TRINITY_DN44085_c0_g1_TRINITY_DN44085_c0_g1_i2_g.16181_m.16181"	"Gene.15233::TRINITY_DN44085_c0_g1_TRINITY_DN44085_c0_g1_i2_g.16181_m.16181::g.15233::m.15233"	"ADD_STRTD"	45.16	31	17	0	55	85	197	227	3.8	29.6	"Q03L81"	"reviewed"	"Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)"	"add STER_0791"	"Streptococcus thermophilus (strain ATCC BAA-491 / LMD-9)"	336	"GO:0004000; GO:0009117; GO:0009168; GO:0046872"	"adenosine deaminase activity [GO:0004000]; metal ion binding [GO:0046872]; nucleotide metabolic process [GO:0009117]; purine ribonucleoside monophosphate biosynthetic process [GO:0009168]"	"nucleotide metabolic process [GO:0009117]; purine ribonucleoside monophosphate biosynthetic process [GO:0009168]"	"adenosine deaminase activity [GO:0004000]; metal ion binding [GO:0046872]"	""	""	"PF00962;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus thermophilus, Streptococcus thermophilus (strain ATCC BAA-491 / LMD-9)"	"type:5prime_partial"	"len:105"	"TRINITY_DN44085_c0_g1_TRINITY_DN44085_c0_g1_i2_g.16181_m.16181:1-315(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80949"	"TRINITY_DN44094_c0_g1_TRINITY_DN44094_c0_g1_i1_g.16215_m.16215"	"Gene.6156::TRINITY_DN44094_c0_g1_TRINITY_DN44094_c0_g1_i1_g.16215_m.16215::g.6156::m.6156"	"Y153_SYNP2"	28.57	70	47	1	98	167	22	88	0.45	32.7	"B1XM20"	"reviewed"	"UPF0367 protein SYNPCC7002_A0153"	"SYNPCC7002_A0153"	"Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum)"	90	""	""	""	""	""	""	""	"ENOG4105VUV;ENOG41122CJ;"	"Bacteria"	""	"Cyanobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum)"	"type:internal"	"len:189"	"TRINITY_DN44094_c0_g1_TRINITY_DN44094_c0_g1_i1_g.16215_m.16215:1-564(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80959"	"TRINITY_DN44101_c0_g1_TRINITY_DN44101_c0_g1_i3_g.16231_m.16231"	"Gene.1065::TRINITY_DN44101_c0_g1_TRINITY_DN44101_c0_g1_i3_g.16231_m.16231::g.1065::m.1065"	"ALGF_PSESM"	35.29	51	32	1	72	121	165	215	0.34	34.3	"Q887Q8"	"reviewed"	"Alginate biosynthesis protein AlgF"	"algF PSPTO_1233"	"Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)"	222	"GO:0042121; GO:0042597"	"periplasmic space [GO:0042597]; alginic acid biosynthetic process [GO:0042121]"	"alginic acid biosynthetic process [GO:0042121]"	""	"periplasmic space [GO:0042597]"	""	""	"ENOG4105ZJ4;ENOG4112694;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas syringae group, Pseudomonas syringae group genomosp. 3, Pseudomonas syringae pv. tomato, Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)"	"type:complete"	"len:158"	"TRINITY_DN44101_c0_g1_TRINITY_DN44101_c0_g1_i3_g.16231_m.16231:816-343(-)"	"gi"	780169353	"ref"	"XP_011684235.1"	"PREDICTED: matrix metalloproteinase-24 [Strongylocentrotus purpuratus]"	35.3	507	280	11	130	1539	42	537	2e-82	315.1
"80963"	"TRINITY_DN44105_c1_g1_TRINITY_DN44105_c1_g1_i3_g.16239_m.16239"	"Gene.7963::TRINITY_DN44105_c1_g1_TRINITY_DN44105_c1_g1_i3_g.16239_m.16239::g.7963::m.7963"	"UVRC_PEDPA"	29.91	107	60	3	63	154	143	249	7e-05	45.4	"Q03F33"	"reviewed"	"UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C)"	"uvrC PEPE_1135"	"Pediococcus pentosaceus (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w)"	594	"GO:0005737; GO:0006281; GO:0009380; GO:0009381; GO:0009432"	"cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; excinuclease ABC activity [GO:0009381]; DNA repair [GO:0006281]; SOS response [GO:0009432]"	"DNA repair [GO:0006281]; SOS response [GO:0009432]"	"excinuclease ABC activity [GO:0009381]"	"cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]"	""	"PF01541;PF02151;PF08459;"	"ENOG4105CII;COG0322;"	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Pediococcus, Pediococcus pentosaceus, Pediococcus pentosaceus (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w)"	"type:5prime_partial"	"len:157"	"TRINITY_DN44105_c1_g1_TRINITY_DN44105_c1_g1_i3_g.16239_m.16239:1-471(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80967"	"TRINITY_DN44111_c3_g1_TRINITY_DN44111_c3_g1_i3_g.16248_m.16248"	"Gene.16298::TRINITY_DN44111_c3_g1_TRINITY_DN44111_c3_g1_i3_g.16248_m.16248::g.16298::m.16298"	"DHE4_HELPJ"	24.68	77	56	1	18	94	215	289	1.9	30.8	"Q9ZKD8"	"reviewed"	"NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4)"	"gdhA jhp_1001"	"Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)"	448	"GO:0004352; GO:0004354; GO:0005737; GO:0006537"	"cytoplasm [GO:0005737]; glutamate dehydrogenase (NAD+) activity [GO:0004352]; glutamate dehydrogenase (NADP+) activity [GO:0004354]; glutamate biosynthetic process [GO:0006537]"	"glutamate biosynthetic process [GO:0006537]"	"glutamate dehydrogenase (NAD+) activity [GO:0004352]; glutamate dehydrogenase (NADP+) activity [GO:0004354]"	"cytoplasm [GO:0005737]"	""	"PF00208;PF02812;"	"ENOG4105D82;COG0334;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, Helicobacter pylori (Campylobacter pylori), Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)"	"type:complete"	"len:101"	"TRINITY_DN44111_c3_g1_TRINITY_DN44111_c3_g1_i3_g.16248_m.16248:1-303(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80979"	"TRINITY_DN44115_c1_g1_TRINITY_DN44115_c1_g1_i2_g.16270_m.16270"	"Gene.8521::TRINITY_DN44115_c1_g1_TRINITY_DN44115_c1_g1_i2_g.16270_m.16270::g.8521::m.8521"	"PSBE_SYNP6"	37.14	35	22	0	78	112	49	83	2.2	30.4	"Q5N556"	"reviewed"	"Cytochrome b559 subunit alpha (PSII reaction center subunit V)"	"psbE syc0373_d"	"Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans)"	83	"GO:0009539; GO:0009767; GO:0016021; GO:0020037; GO:0042651; GO:0046872"	"integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; thylakoid membrane [GO:0042651]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; photosynthetic electron transport chain [GO:0009767]"	"photosynthetic electron transport chain [GO:0009767]"	"heme binding [GO:0020037]; metal ion binding [GO:0046872]"	"integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; thylakoid membrane [GO:0042651]"	"PTHR33391:SF12;"	"PF00283;PF00284;"	""	"Bacteria"	""	"Cyanobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus elongatus, Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans)"	"type:internal"	"len:151"	"TRINITY_DN44115_c1_g1_TRINITY_DN44115_c1_g1_i2_g.16270_m.16270:1-450(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"81007"	"TRINITY_DN44140_c0_g1_TRINITY_DN44140_c0_g1_i1_g.16300_m.16300"	"Gene.1346::TRINITY_DN44140_c0_g1_TRINITY_DN44140_c0_g1_i1_g.16300_m.16300::g.1346::m.1346"	"TSAL_GEOSL"	38.58	381	232	2	70	449	13	392	3e-68	229	"Q74FW6"	"reviewed"	"L-threonine ammonia-lyase (EC 4.3.1.19) (L-serine ammonia-lyase) (EC 4.3.1.17) (Threonine/serine ammonia-lyase)"	"tdcB GSU0486"	"Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)"	402	"GO:0003941; GO:0004794; GO:0006567; GO:0009097; GO:0016597; GO:0030170"	"amino acid binding [GO:0016597]; L-serine ammonia-lyase activity [GO:0003941]; L-threonine ammonia-lyase activity [GO:0004794]; pyridoxal phosphate binding [GO:0030170]; isoleucine biosynthetic process [GO:0009097]; threonine catabolic process [GO:0006567]"	"isoleucine biosynthetic process [GO:0009097]; threonine catabolic process [GO:0006567]"	"amino acid binding [GO:0016597]; L-serine ammonia-lyase activity [GO:0003941]; L-threonine ammonia-lyase activity [GO:0004794]; pyridoxal phosphate binding [GO:0030170]"	""	""	"PF13291;PF00291;"	"ENOG4105C7B;COG1171;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, Geobacter sulfurreducens, Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)"	"type:complete"	"len:465"	"TRINITY_DN44140_c0_g1_TRINITY_DN44140_c0_g1_i1_g.16300_m.16300:1-1395(+)"	"gi"	443721874	"gb"	"ELU10999.1"	"hypothetical protein CAPTEDRAFT_176201 [Capitella teleta]"	66	412	140	0	121	1356	4	415	1.7e-152	547.7
"81012"	"TRINITY_DN44145_c2_g1_TRINITY_DN44145_c2_g1_i1_g.16339_m.16339"	"Gene.8214::TRINITY_DN44145_c2_g1_TRINITY_DN44145_c2_g1_i1_g.16339_m.16339::g.8214::m.8214"	"HISX_ACIAD"	26.79	56	41	0	32	87	214	269	2.1	32	"Q6FEC8"	"reviewed"	"Histidinol dehydrogenase (HDH) (EC 1.1.1.23)"	"hisD ACIAD0663"	"Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)"	430	"GO:0000105; GO:0004399; GO:0008270; GO:0051287"	"histidinol dehydrogenase activity [GO:0004399]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]; histidine biosynthetic process [GO:0000105]"	"histidine biosynthetic process [GO:0000105]"	"histidinol dehydrogenase activity [GO:0004399]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]"	""	""	"PF00815;"	"ENOG4105CEK;COG0141;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)"	"type:complete"	"len:154"	"TRINITY_DN44145_c2_g1_TRINITY_DN44145_c2_g1_i1_g.16339_m.16339:1-462(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"81018"	"TRINITY_DN44151_c7_g3_TRINITY_DN44151_c7_g3_i2_g.16348_m.16348"	"Gene.6583::TRINITY_DN44151_c7_g3_TRINITY_DN44151_c7_g3_i2_g.16348_m.16348::g.6583::m.6583"	"ISPH_STRGG"	25.64	117	67	4	27	127	202	314	2	31.6	"B1W2D7"	"reviewed"	"4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)"	"ispH SGR_2472"	"Streptomyces griseus subsp. griseus (strain JCM 4626 / NBRC 13350)"	329	"GO:0019288; GO:0046872; GO:0050992; GO:0051538; GO:0051745"	"3 iron, 4 sulfur cluster binding [GO:0051538]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity [GO:0051745]; metal ion binding [GO:0046872]; dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]"	"dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]"	"3 iron, 4 sulfur cluster binding [GO:0051538]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity [GO:0051745]; metal ion binding [GO:0046872]"	""	"PTHR30426;"	"PF02401;"	"ENOG4105C48;COG0761;"	"Bacteria"	""	"Actinobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces griseus group, Streptomyces griseus subgroup, Streptomyces griseus, Streptomyces griseus subsp. griseus, Streptomyces griseus subsp. griseus (strain JCM 4626 / NBRC 13350)"	"type:3prime_partial"	"len:133"	"TRINITY_DN44151_c7_g3_TRINITY_DN44151_c7_g3_i2_g.16348_m.16348:396-1(-)"	"gi"	918996691	"ref"	"XP_013390703.1"	"PREDICTED: ubiquitin carboxyl-terminal hydrolase 5-like [Lingula anatina]"	69.3	179	55	0	1	537	621	799	9.3e-67	261.5
"81027"	"TRINITY_DN44159_c3_g1_TRINITY_DN44159_c3_g1_i8_g.16373_m.16373"	"Gene.10263::TRINITY_DN44159_c3_g1_TRINITY_DN44159_c3_g1_i8_g.16373_m.16373::g.10263::m.10263"	"MECA_BACPE"	22.14	131	74	3	24	129	79	206	2.7	30.8	"O66042"	"reviewed"	"Adapter protein MecA"	"mecA BpOF4_01905"	"Bacillus pseudofirmus (strain OF4)"	217	"GO:0030420; GO:0030435"	"establishment of competence for transformation [GO:0030420]; sporulation resulting in formation of a cellular spore [GO:0030435]"	"establishment of competence for transformation [GO:0030420]; sporulation resulting in formation of a cellular spore [GO:0030435]"	""	""	""	"PF05389;"	"COG4862;"	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus pseudofirmus, Bacillus pseudofirmus (strain OF4)"	"type:complete"	"len:132"	"TRINITY_DN44159_c3_g1_TRINITY_DN44159_c3_g1_i8_g.16373_m.16373:1-396(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"81033"	"TRINITY_DN44161_c1_g1_TRINITY_DN44161_c1_g1_i2_g.16379_m.16379"	"Gene.9626::TRINITY_DN44161_c1_g1_TRINITY_DN44161_c1_g1_i2_g.16379_m.16379::g.9626::m.9626"	"BCCA_MYCTU"	46.15	39	17	1	75	109	197	235	1.7	32	"P9WPQ3"	"reviewed"	"Acetyl-/propionyl-coenzyme A carboxylase alpha chain [Includes: Biotin carboxylase (EC 6.3.4.14); Biotin carboxyl carrier protein (BCCP)]"	"accA1 bccA Rv2501c MTCY07A7.07c"	"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"	654	"GO:0004075; GO:0005524; GO:0005886; GO:0006633; GO:0046872"	"plasma membrane [GO:0005886]; ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]; fatty acid biosynthetic process [GO:0006633]"	"fatty acid biosynthetic process [GO:0006633]"	"ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]"	"plasma membrane [GO:0005886]"	""	"PF02785;PF00289;PF00364;PF02786;"	"ENOG4108JIK;COG4770;"	"Bacteria"	""	"Actinobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis, Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"	"type:complete"	"len:137"	"TRINITY_DN44161_c1_g1_TRINITY_DN44161_c1_g1_i2_g.16379_m.16379:1-411(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"81046"	"TRINITY_DN44174_c1_g6_TRINITY_DN44174_c1_g6_i1_g.16399_m.16399"	"Gene.14018::TRINITY_DN44174_c1_g6_TRINITY_DN44174_c1_g6_i1_g.16399_m.16399::g.14018::m.14018"	"TILS_PROMH"	43.33	30	17	0	59	88	62	91	0.85	32	"B4F252"	"reviewed"	"tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)"	"tilS PMI2267"	"Proteus mirabilis (strain HI4320)"	441	"GO:0005524; GO:0005737; GO:0008033; GO:0016879"	"cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; tRNA processing [GO:0008033]"	"tRNA processing [GO:0008033]"	"ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]"	"cytoplasm [GO:0005737]"	"PTHR43033:SF1;"	"PF01171;PF09179;PF11734;"	"ENOG4105D3U;COG0037;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Proteus, Proteus mirabilis, Proteus mirabilis (strain HI4320)"	"type:internal"	"len:111"	"TRINITY_DN44174_c1_g6_TRINITY_DN44174_c1_g6_i1_g.16399_m.16399:1-330(+)"	"gi"	260797211	"ref"	"XP_002593597.1"	"hypothetical protein BRAFLDRAFT_284104 [Branchiostoma floridae]"	44.2	104	52	4	312	1	146	243	1.9e-14	87
"81051"	"TRINITY_DN44185_c0_g1_TRINITY_DN44185_c0_g1_i2_g.16407_m.16407"	"Gene.611::TRINITY_DN44185_c0_g1_TRINITY_DN44185_c0_g1_i2_g.16407_m.16407::g.611::m.611"	"GCSP_SHEWM"	39.47	38	23	0	25	62	401	438	0.99	31.6	"B1KG87"	"reviewed"	"Glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))"	"gcvP Swoo_3967"	"Shewanella woodyi (strain ATCC 51908 / MS32)"	969	"GO:0004375; GO:0006546"	"glycine dehydrogenase (decarboxylating) activity [GO:0004375]; glycine catabolic process [GO:0006546]"	"glycine catabolic process [GO:0006546]"	"glycine dehydrogenase (decarboxylating) activity [GO:0004375]"	""	"PTHR11773;"	"PF02347;"	"ENOG4105CBI;COG0403;COG1003;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, Shewanella woodyi, Shewanella woodyi (strain ATCC 51908 / MS32)"	"type:3prime_partial"	"len:101"	"TRINITY_DN44185_c0_g1_TRINITY_DN44185_c0_g1_i2_g.16407_m.16407:302-3(-)"	"gi"	390357128	"ref"	"XP_001198237.2"	"PREDICTED: splicing factor 3B subunit 3 isoform X2 [Strongylocentrotus purpuratus]"	79.1	652	135	1	1	1953	298	949	5.5e-303	1048.1
